description,severity,emergency_type,age_group,conscious,breathing_difficulty,severe_breathing_difficulty,bleeding_level,chest_pain,seizure,stroke_signs,burn_level,allergic_reaction,pregnancy_emergency,major_accident,violence_risk
Small burn from steam on hand. Mild redness.,low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Broken wrist from a fall. In pain but stable, no bleeding. Scene is safe.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Sudden onset facial drooping, slurred speech, arm weakness — possible stroke. Requesting immediate assistance.",high,medical,senior,True,True,False,none,True,False,False,none,False,False,False,False
"Severe head trauma from high-speed collision, unconscious, heavy bleeding.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Elderly person fell from bed. Complains of hip pain, conscious. Family member is calling for help.",medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Severe abdominal pain radiating to back, possible internal bleeding.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
Slight dizziness after standing up quickly. No other symptoms. Unclear history.,low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
Small burn from steam on hand. Mild redness.,low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
Patient reporting severe chest pain radiating to left arm. Conscious but distressed.,high,fire,adult,True,False,False,none,False,False,False,moderate,False,False,False,False
"Allergic reaction with throat swelling, severe difficulty breathing, near fainting.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Minor vehicle collision, driver has neck pain and is alert.",medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Drug overdose, completely unresponsive, laboured breathing.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Drug overdose, completely unresponsive, laboured breathing.",critical,medical,adult,False,True,True,none,False,False,False,none,False,False,False,False
Patient reporting severe chest pain radiating to left arm. Conscious but distressed.,high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Adult male, sudden weakness in arm and leg, slurred speech.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
Patient reporting severe chest pain radiating to left arm. Conscious but distressed.,high,medical,adult,True,True,False,none,False,True,False,none,False,False,False,False
"Pregnancy with heavy bleeding at 30 weeks, conscious.",high,medical,senior,True,True,False,none,True,False,False,none,False,False,False,False
"Patient with moderate abdominal pain for 4 hours, no bleeding, conscious. Requesting immediate assistance.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Small kitchen fire extinguished. Minor smoke inhalation, coughing.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Minor cut on finger while cooking. Small amount of bleeding, alert and responsive.",low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Broken wrist from a fall. In pain but stable, no bleeding. Unclear history.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
Seizure episode lasting 3 minutes. Patient now confused but breathing.,high,fire,adult,True,False,False,none,False,False,False,moderate,False,False,False,False
"Diabetic patient with blood sugar 350, weak but responsive.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Minor cut on finger while cooking. Small amount of bleeding, alert and responsive.",low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Person submerged in water, rescued, not breathing, pale.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Adult male, sudden weakness in arm and leg, slurred speech.",high,accident,adult,True,True,False,moderate,False,False,False,none,False,False,True,False
"Mild headache for a few hours, no fever or vomiting. Unclear history.",low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Drug overdose, completely unresponsive, laboured breathing.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Allergic reaction with throat swelling, severe difficulty breathing, near fainting. Family member is calling for help.",critical,accident,adult,False,False,True,severe,False,False,False,none,False,False,True,False
"Pregnancy with heavy bleeding at 30 weeks, conscious. Situation ongoing.",high,accident,adult,True,False,False,moderate,False,False,False,none,False,False,True,False
"Major fall from scaffold, conscious, possible spinal injury.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
"Patient with moderate abdominal pain for 4 hours, no bleeding, conscious.",medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
Slight dizziness after standing up quickly. No other symptoms. Requesting immediate assistance.,low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
Small burn from steam on hand. Mild redness. Requesting immediate assistance.,low,other,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Major motorcycle accident, rider conscious but pinned under vehicle. Suspected fractures.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
"Small kitchen fire extinguished. Minor smoke inhalation, coughing. Family member is calling for help.",medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"Patient with moderate abdominal pain for 4 hours, no bleeding, conscious.",medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"High fever 40°C for two days, unable to reduce with medication.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
Seizure episode lasting 3 minutes. Patient now confused but breathing. Unclear history.,high,fire,adult,True,False,False,none,False,False,False,moderate,False,False,False,False
"Mild nausea after eating. No vomiting, fully conscious.",low,other,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Patient with moderate abdominal pain for 4 hours, no bleeding, conscious.",medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Severe abdominal pain radiating to back, possible internal bleeding.",high,medical,senior,True,True,False,none,True,False,False,none,False,False,False,False
"Moderate smoke inhalation, coughing, slightly short of breath but conscious.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
Insect bite with local redness. No swelling of lips or throat.,low,other,adult,True,False,False,none,False,False,False,none,False,False,False,False
Small burn from steam on hand. Mild redness.,low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Severe head trauma from high-speed collision, unconscious, heavy bleeding.",critical,medical,adult,True,True,True,none,False,False,False,none,True,False,False,False
"Broken wrist from a fall. In pain but stable, no bleeding.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Allergic reaction with throat swelling, severe difficulty breathing, near fainting. Scene is safe.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Newborn not breathing after delivery, emergency resuscitation needed.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Mild sore throat, no fever, able to eat normally. Unclear history.",low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Minor cut on finger while cooking. Small amount of bleeding, alert and responsive.",low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
